title,Link,is_phone,company,model,storage,name
B*u*ying iphones,https://chicago.craigslist.org/chc/mob/d/apple-iphone-8-plus-plus-12/6759486447.html,1,apple,iphone 8 plus,,karma
Sport Armband [With Full Touch Screen Functionality],https://chicago.craigslist.org/sox/mob/d/2-otterbox-defender-cases-1/6762982028.html,0,,,,karma
GALAXY S8+ TITANIUM CASE,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s9-64gb-color/6762945478.html,1,samsung,galaxy s9 plus,64gb,karma
Rugged Galaxy S8+ case,https://chicago.craigslist.org/chc/mob/d/brand-new-black-note-8-att/6749462916.html,1,samsung,galaxy note 8,,karma
Galaxy S6 Edge Plus | T Mobile | Like New!,https://chicago.craigslist.org/chc/mob/d/apple-iphone-6-plus-128gb/6744355536.html,1,apple,iphone 6 plus,128gb,karma
Samsung Galaxy Note 2,https://chicago.craigslist.org/chc/mob/d/new-samsung-galaxy-j7-refine/6762965534.html,1,samsung,galaxy j7,32gb,karma
Apple iPhone 6 Space Gray - Sprint,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-note-8/6758666293.html,1,samsung,galaxy note 8,,karma
Galaxy S8 Case Clear Slim Hybrid Armor Perfect Fit Hard Back Soft Sili,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-note9-unlock/6743545475.html,1,samsung,galaxy note 9,128gb,karma
Dual SIM Card Adapter 2 SIM Holder Converter Micro for iPhone Galaxy,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-note8-64gb/6743544358.html,1,samsung,galaxy note 8,64gb,karma
iPhone 7 - 128 GB - UNLOCKED - Like New!,https://chicago.craigslist.org/chc/mob/d/iphone-7-factory-unlock-black/6743529871.html,1,apple,iphone 7,32gb,karma
iPhone 7 | UNLOCKED | 32 GB | Mint!,https://chicago.craigslist.org/chc/mob/d/lg-g4-unlock-32gb-black/6750407886.html,1,lg,g4,32gb,karma
IPhone 5,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s5-unlock-16gb/6743518030.html,1,samsung,galaxy s5,16gb,karma
Unlocked - Iphone 7 plus - 128 GB - Black - Mint Condition,https://chicago.craigslist.org/chc/mob/d/iphone-8plus-factory-unlock/6743541050.html,1,apple,iphone 8 plus,64gb,karma
Google Pixel 2 64GB In Box,https://chicago.craigslist.org/chc/mob/d/iphone-8plus-silver-256gb/6743538387.html,1,apple,iphone 8 plus,256gb,karma
iPhone X's Max,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s9plus-unlock/6743548072.html,1,samsung,galaxy s9 plus,64gb,karma
Apple ?¸Ï±iPhone 8 64gb for Sprint Network,https://chicago.craigslist.org/nwc/mob/d/iphone-7-plus-white-256gb/6762960980.html,1,apple,iphone 7 plus,256gb,karma
I B*U*Y PHONES 4 CASH Ç˘Û‘?Ë iPhone xs and iPhone xs max Ç˙÷,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s9-unlock-64gb/6743546827.html,1,samsung,galaxy s9,64gb,karma
iPhone 7 / 32GB / Matte Black (like new!),https://chicago.craigslist.org/chc/mob/d/iphone-7-32gb/6762960313.html,1,apple,iphone 7,32gb,karma
Apple Watch 42mm Gold,https://chicago.craigslist.org/nwc/mob/d/flawless-ipad-air-unlocked/6758000912.html,0,,,,karma
iPhone 6S For Sale - Brand New Battery & Glass Screen Protecter,https://chicago.craigslist.org/chc/mob/d/apple-iphone-7-128gb-unlocked/6762928488.html,1,apple,iphone 7,128gb,karma
iPhone X 256gb Space Gray,https://chicago.craigslist.org/chc/mob/d/new-samsung-galaxy-s9-64gb/6762939097.html,1,samsung,galaxy s9,64gb,karma
4 iPhones: 6+,https://chicago.craigslist.org/chc/mob/d/lg-g4-32gb-color-black/6762934349.html,1,lg,g4,32gb,karma
Iphone 5s,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-note-5-64gb/6762928387.html,1,samsung,galaxy note 5,64gb,karma
Verizon iPhone 4S 64GB (Factory Unlocked),https://chicago.craigslist.org/chc/mod/d/iphone-ipad-samsung-screen/6762928497.html,0,,,,karma
Sprint iPhone 5s,https://chicago.craigslist.org/chc/mob/d/iphone-7-32gb-condition/6758437693.html,1,apple,iphone 7,32gb,karma
iPhone 7 black 128 GB UNLOCKED looks like new,https://chicago.craigslist.org/wcl/mob/d/samsung-galaxy-s5/6762923979.html,1,samsung,galaxy s5,,karma
Apple IPhone 8 Plus 64GB Gold,https://chicago.craigslist.org/nch/mob/d/iphone-6/6762885100.html,1,apple,iphone 6,,karma
Tracphone cell phone,https://chicago.craigslist.org/chc/mob/d/iphon4/6762920959.html,1,apple,iphone 4,,karma
New Android phone T-Mobile & AT&T,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s5-color-gold/6762922436.html,1,samsung,galaxy s5,,karma
Apple Iphone 6Plus Unlocked ATT,https://chicago.craigslist.org/nwc/mob/d/mobile-coolpad-rogue/6751502352.html,0,,,,karma
iPhone 5 or 5s case,https://chicago.craigslist.org/nwc/mob/d/att-cell-phones-lg-slider/6759193799.html,1,lg,slider gu295,,karma
iPhone 7 256gb Black ATT Apple,https://chicago.craigslist.org/wcl/mob/d/samsung-galaxy-s4-mini-parts/6761029001.html,0,,,,karma
iPhone 5s Gold 16gb ATT Apple,https://chicago.craigslist.org/nch/mob/d/iphone-se/6762906695.html,1,apple,iphone 5s,,karma
iPhone 5 6 7 8 X XS instant unlock,https://chicago.craigslist.org/nwc/mob/d/samsung-galaxy-s9-64-gb/6762909976.html,1,samsung,galaxy s9,64gb,karma
Lg Stylo 2 Boost Mobile - Good Condition,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s6-like-new/6759581254.html,1,samsung,galaxy s6,,karma
Samsung GALAXY S7 UNLOCK 32GB BLACK AND GOLD,https://chicago.craigslist.org/chc/mob/d/pre-owned-iphone-6-clean/6760701212.html,1,apple,iphone 6,,karma
IPhone 6 128 GB Mint,https://chicago.craigslist.org/chc/mob/d/iphone-7-32gb-unlocked-and/6760171538.html,1,apple,iphone 7,32gb,karma
PNY 64GB micro SD card (new),https://chicago.craigslist.org/chc/mob/d/unlocked-gold-apple-iphone-6s/6760165197.html,1,apple,iphone 6s,,karma
iOttie Easy One Touch Mini Car Mount,https://chicago.craigslist.org/chc/mob/d/iphone-5-external-power-bank/6762888683.html,0,,,,karma
Two Bumper Cases for iPhone 6/6s,https://chicago.craigslist.org/chc/mob/d/iphone-6-64-gb-white-factory/6762851878.html,1,apple,iphone 6,64gb,karma
Pink/Purple Note 9 512GB,https://chicago.craigslist.org/chc/mob/d/phone-6s/6759163676.html,1,apple,iphone 6s,,karma
Money for your iPhones,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-prevail-lte/6762888489.html,1,samsung,galaxy prevail,8gb,karma
iPhone 6S 64GB Rose Gold,https://chicago.craigslist.org/chc/mob/d/iphone-7-plus-rose-gold-32gb/6762878552.html,1,apple,iphone 7 plus,32gb,karma
iPhone 7 256GB - Unlocked - Like New,https://chicago.craigslist.org/wcl/mob/d/apple-iphone-7-128gb-unlocked/6757140328.html,1,apple,iphone 7,128gb,karma
"Samsung galaxy note 9 128GB, 256 MicroSD, wireless charger",https://chicago.craigslist.org/wcl/mob/d/apple-iphone-6s-64gb/6757144915.html,1,apple,iphone 6s,64gb,karma
I-phone 8 And I-phone 8 plus,https://chicago.craigslist.org/nwc/mob/d/iphone-5s-16gb/6762884576.html,1,apple,iphone 5s,16gb,karma
Samsung Galaxy Note 4 Factory Unlocked,https://chicago.craigslist.org/chc/mob/d/iphone-4-sprint/6762875645.html,1,apple,iphone 5,,karma
IPhone 6 128 GB Mint,https://chicago.craigslist.org/chc/mob/d/iphone-xs-xs-max-fake/6762874976.html,0,,,,karma
iPhone 6 Plus 64GB AT&T,https://chicago.craigslist.org/nch/mob/d/money-for-your-iphone/6760590048.html,0,,,,karma
GET YOUR CRACKED SCREEN REPAIRED !! Cheapest/ Quickest,https://chicago.craigslist.org/chc/mob/d/wanted-iphones/6757834156.html,0,,,,karma
BRAND NEW RoadKing¨∆ RKHD4 - Heavy Duty Dual 4.8A USB Car Charger,https://chicago.craigslist.org/chc/mob/d/buying-iphones/6753645206.html,0,,,,karma
Audiology Connect Adjustable Universal Cell phone Holder Gooseneck Han,https://chicago.craigslist.org/chc/mob/d/white-google-pixel-2xl-128gb/6760700374.html,1,google,pixel 2 xl,128gb,karma
SALE! LAPTOPS phones TABLETS $100 OFF DISCOUNT :),https://chicago.craigslist.org/nch/mob/d/apple-iphone-leather-case/6759864828.html,0,,,,karma
iPhone 7+ Plus 32GB MATTE BLACK Factory UNLOCKED NEW Cond. W/ Sealed Accessories,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-leather-case/6759867201.html,0,,,,karma
iPhone 8 / 7 leather case,https://chicago.craigslist.org/wcl/mob/d/jitterbug-cell-phone-for/6758513318.html,0,,,,karma
LG PHONE METRO PCS,https://chicago.craigslist.org/nwc/mob/d/lg-small-phone/6759193741.html,1,lg,,,karma
IMEI CLEANING& FACTORY UNLOCK@airtec,https://chicago.craigslist.org/chc/mob/d/unlocked-google-pixel-3-64gb/6762854320.html,1,google,pixel 3,64gb,karma
For Sale IPhone6s ?¸Ï± Parts Only,https://chicago.craigslist.org/chc/mob/d/iphone-5s-16gb-mobile/6762848371.html,1,apple,iphone 5s,16gb,karma
For Sale IPhone 4s GB16,https://chicago.craigslist.org/nwc/mob/d/iphone-unlocked/6760996162.html,1,apple,iphone x,,karma
SAMSUNG NOTE 8 NOTE 9 S8&S9 ON SALE @AIRTEC WIRELESS 410 S CLARK...,https://chicago.craigslist.org/chc/mob/d/iphone-6-in-space-gray-64gb/6762846330.html,1,apple,iphone 6,64gb,karma
Instant unlock any iphone for any carrier 5MINS@AIRTEC 410S CLARK,https://chicago.craigslist.org/chc/mob/d/iphone-8-att-64-gb-like-new/6762806992.html,1,apple,iphone 8,64gb,karma
PHONES FOR Cheap Price @ AIR TEC 410 S CLARK (WE HAVE THE GALAXY S9,https://chicago.craigslist.org/chc/mob/d/iphone-7-gsm-cdma-unlocked/6758802745.html,1,apple,iphone 7,,karma
Buy used or new phone from a CERTIFIED dealer,https://chicago.craigslist.org/chc/mob/d/2-samsung-cell-phones-boxes/6762838393.html,0,,,,karma
IPHONE 7 UNLOCK 128GB @AIRTEC 410 S CLARK,https://chicago.craigslist.org/chc/mob/d/otter-box-for-samsung-galaxy-3/6740411043.html,0,,,,karma
Ipads and tablets,https://chicago.craigslist.org/nch/mob/d/super-deal-on-samsung-s8/6746886711.html,0,,,,karma
iPhone X 256GB,https://chicago.craigslist.org/nwc/mob/d/mophie-juice-pack-power/6757112634.html,0,,,,karma
Unlock UR IPHONE NOW~any iphone in 5 mins yes any iphone@410 S CLARK,https://chicago.craigslist.org/chc/mob/d/iphone-se-sealed-32gb-simple/6762817212.html,1,apple,iphone se,32gb,karma
Best iPhone repair in town! Cheapest/ Quickest,https://chicago.craigslist.org/wcl/mob/d/brand-new-cell-phone-vehicle/6758427245.html,0,,,,karma
PHONES LIKE GALAXY S8S9 HTC M10 LG V20 V30 V35 AND MORE @AIRTEC *,https://chicago.craigslist.org/sox/mob/d/essential-phone-unlocked/6762816365.html,1,essential,,,karma
"BLACKBERRY ""7"" 16GB PLAYBOOK",https://chicago.craigslist.org/wcl/mob/d/iphone-5-16gb-great-condition/6762815410.html,1,apple,iphone 5,16gb,karma
"BLACKBERRY ""7"" 16GB PLAYBOOK",https://chicago.craigslist.org/chc/mob/d/otter-box-defender-iphone-6-6s/6740423713.html,0,,,,karma
Moto Z2 Force 64GB - Unlocked (AT&T / T-mobile),https://chicago.craigslist.org/wcl/mob/d/new-samsung-note-9-128gb/6757240844.html,1,samsung,galaxy note 9,128gb,karma
Brand New Factory Unlocked iPhone XS MAX 64GB Black,https://chicago.craigslist.org/chc/mob/d/silver-iphone-8-256gb/6759620052.html,1,apple,iphone 8,256gb,karma
FREE phone,https://chicago.craigslist.org/chc/mob/d/apple-watch-series-3/6744564917.html,0,,,,karma
T-Mobile HTC W/ Sense,https://chicago.craigslist.org/nwc/mob/d/new-sony-xperia-xz2-premium/6756190812.html,1,sony,xperia xz2,,karma
Like New Nokia E5,https://chicago.craigslist.org/nwc/mob/d/brand-new-oppo-find-bezel/6760484115.html,1,oppo,find x,,karma
NEW Otter box for Samsung S6 EDGE+,https://chicago.craigslist.org/wcl/mob/d/google-pixel-xl-32gb-unlocked/6762773796.html,1,google,pixel xl,32gb,karma
CLEAN UNLOCKED IPHONE 7 PLUS 32GB,https://chicago.craigslist.org/nch/mob/d/iphone-6s-silver-64gb/6762773145.html,1,apple,iphone 6s,64gb,karma
CLEAN IPHONE 6 PLUS UNLOCKED,https://chicago.craigslist.org/nwc/mob/d/iphone-6-plus-256gb/6762766866.html,1,apple,iphone 6 plus,256gb,karma
Samsung Galaxy J2 core J260M Factory Unlocked,https://chicago.craigslist.org/chc/mob/d/consumer-cellular-black-flip/6755286472.html,0,,,,karma
T-Mobile - iPhone 8 Plus - RED - 256GB,https://chicago.craigslist.org/sox/mob/d/silver-iphone-6-plus-for/6751262526.html,0,,,,karma
Samsung Galaxy S5 Verizon 16GB,https://chicago.craigslist.org/sox/mob/d/htc-inspire-phones/6762754780.html,0,,,,karma
Samsung Galaxy S5 Verizon 16GB,https://chicago.craigslist.org/nch/mob/d/pocket-pc-dell-axim-x5-hc01u/6759182610.html,1,dell,axim x5 hc01u,,karma
Samsung Galaxy S5 Verizon 16GB,https://chicago.craigslist.org/nwc/mob/d/brand-new-sealed-apple-iphone/6762752042.html,1,apple,iphone 7,,karma
Iphone 7-Plus 32GB (T-mobile),https://chicago.craigslist.org/nwc/mob/d/brand-new-sealed-apple-iphone/6762751998.html,1,apple,iphone 7,,karma
LG G5 TMobile 32GB,https://chicago.craigslist.org/nwc/mob/d/brand-new-sealed-apple-iphone/6762752073.html,1,apple,iphone 7,,karma
iPhone iPad Samsung Screen LCD Battery Repair 8/8+ 7/7+ /6S/6+ /5S,https://chicago.craigslist.org/nwc/mob/d/brand-new-sealed-apple-iphone/6762752101.html,1,apple,iphone 7,,karma
Galaxy s9 plus new UNLOCKED,https://chicago.craigslist.org/nwi/mob/d/near-mint-unlocked-att-apple/6762750042.html,1,apple,iphone 6s,16gb,karma
Selling Pink/Purple Note 9 New in Box T-Mobile 512GB,https://chicago.craigslist.org/nwc/mob/d/chocolate-usb-data-cable-nib/6739555776.html,0,,,,karma
iPhone X 256 gb,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-7-32gb/6762732960.html,1,apple,iphone 7,32gb,karma
Money for your iphone,https://chicago.craigslist.org/chc/mob/d/mint-applecare-apple-iphone-8/6761086603.html,1,apple,iphone 8,64gb,karma
Samsung Galaxy S9,https://chicago.craigslist.org/chc/mob/d/new-unlocked-iphone-xs-max/6760675417.html,1,apple,iphone xs max,,karma
T-Mobile - iPhone 8 Plus - 256GB - RED,https://chicago.craigslist.org/chc/mob/d/incipio-feather-case-iphone/6759341821.html,0,,,,karma
UNLOCK UR PHONE ANY IPHONE IN 5 MINS @Airtec 410 S CLARK,https://chicago.craigslist.org/chc/mob/d/apple-iphone-xs-max-sealed/6762726848.html,0,,,,karma
Apple iPhone 7 128GB RED & White Factory UNLOCKED Brand NEW IN BOX Accessories,https://chicago.craigslist.org/nwc/mob/d/brand-new-samsung-galaxy/6762723413.html,0,,,,karma
iPhone 7 128GB JET BLACK Factory UNLOCKED NEW IN BOX Sealed Accessories,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-express3-case/6750131095.html,1,samsung,galaxy express 3,,karma
Apple iPhone 7 32GB MATTE BLACK Factory UNLOCKED NEW IN BOX Sealed Accessories,https://chicago.craigslist.org/nwc/mob/d/moto-4th-generation-with/6762693411.html,1,motorola,moto x,,karma
Apple iPhone 8 64GB BLACK Factory UNLOCKED *NEW IN BOX* Sealed Accessories,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s6/6762709603.html,1,samsung,galaxy s6,,karma
iPhone 7+ Plus 128GB JET BLACK NEW IN BOX Factory UNLOCKED w/ Sealed Accessories,https://chicago.craigslist.org/chc/mob/d/droid-turbo-2-otterbox/6747667901.html,0,,,,karma
Apple iPhone 7+ 128GB Matte BLACK Factory UNLOCKED Like NEW W/ BOX Accessories,https://chicago.craigslist.org/wcl/mob/d/iphone-6s-plus-32gb-att-trade/6762698470.html,1,apple,iphone 6s,32gb,karma
Samsung Galaxy J3 pro J330F Factory Unlocked GSM cell phone,https://chicago.craigslist.org/nwc/mob/d/iphone-or-xs-case-by-lifeproof/6762697174.html,0,,,,karma
Apple iPhone 7+ Plus 128GB JET BLACK Factory UNLOCKED Like NEW BOX Accessories,https://chicago.craigslist.org/nwc/mob/d/iphone-or-xs-case-by-apple/6762697138.html,0,,,,karma
Ipads and tablets,https://chicago.craigslist.org/nwc/mob/d/iphone-case-by-power-support/6762697093.html,0,,,,karma
OtterBox Phone Case For Samsung Galaxy S6 Edge color Aqua Sky,https://chicago.craigslist.org/wcl/mob/d/lg-k7-k330-8gb-black-mobile/6762694146.html,1,lg,k7 k330,8gb,karma
Samsung Galaxy Tab 2 (7-Inch),https://chicago.craigslist.org/nwc/mob/d/samsung-galaxy-note-8/6751656145.html,1,samsung,galaxy note 8,,karma
iphone XS 256Gb Brand new,https://chicago.craigslist.org/nch/mob/d/mint-motorola-nexus-6/6751220890.html,1,google,nexus 6,32gb,karma
Samsung Galaxy S7,https://chicago.craigslist.org/nwc/mob/d/iclam-galaxy-s3-mountable/6756840820.html,0,,,,karma
IPHONE XS MAX SAMSUNG NOTE9 NEW PHONES HERE@AIRTEC 410 S CLARK...,https://chicago.craigslist.org/nch/mob/d/iphone-xs/6762665753.html,1,apple,iphone xs,,karma
IPHONES GSM PHONES LIKE GALAXY S8 HTC M10 LG V20 AND MORE @AIRTEC,https://chicago.craigslist.org/chc/mob/d/casio-gz-one-cell-phone/6762660517.html,0,,,,karma
IMEI CLEANING&UNLOCK UR PHONE @airtec 410 S CLARK,https://chicago.craigslist.org/nwc/mob/d/iphone-7/6760995104.html,1,apple,iphone 7,,karma
"A wide variety of Android phones for sale Lg,Huawei,ZTE,Samsung+Apple",https://chicago.craigslist.org/nwi/mob/d/unlocked-iphone-5c/6762648896.html,1,apple,iphone 5c,,karma
PHONE @airtec 410 S CLARK,https://chicago.craigslist.org/chc/mob/d/iphonexs-instant-unlock/6762608578.html,0,,,,karma
UNLOCK BUY SELL AND TRADE IN UR PHONELaptop @AIR TEC WIRELESS,https://chicago.craigslist.org/chc/mob/d/iphone-5-external-power-bank/6745290002.html,0,,,,karma
"A wide variety of Android phones for sale Lg,Huawei,ZTE,Samsung+Apple",https://chicago.craigslist.org/chc/mob/d/iphone-6s-plus-32gb-verizon/6762642074.html,1,apple,iphone 6s,32gb,karma
Unlocked Google Pixel XL 128GB android phone,https://chicago.craigslist.org/chc/mob/d/virgin-mobile-lg-stylo-2/6762626782.html,1,lg,stylo 2,,karma
"BLACKBERRY ""7"" 16GB PLAYBOOK",https://chicago.craigslist.org/chc/mob/d/iphon4/6744441845.html,1,apple,iphone 4,,karma
IHIP App2 Wireless Bluetooth Earbuds,https://chicago.craigslist.org/chc/mob/d/apple-ipad-5th-gen-128gb-wi/6762621742.html,0,,,,karma
WE ARE TAKING BOOST MOBILE PAYMENTS PAYMENTS,https://chicago.craigslist.org/nwc/mob/d/used-apple-iphones-samsungs/6762583634.html,0,,,,karma
Apple iPhone 6 Plus - 16GB UNLOCKED,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-note-8-64gb/6762563385.html,1,samsung,galaxy note 8,64gb,karma
Verizon iPhone 8 Plus - Space Gray - 256GB,https://chicago.craigslist.org/chc/mob/d/iphone-carrier-unlock-service/6743714809.html,0,,,,karma
Verizon iPhone 8 Plus - Space Gray - 256GB,https://chicago.craigslist.org/chc/mob/d/32gb-galaxy-s7-edge-mobile/6762602831.html,1,samsung,galaxy s7,32gb,karma
Boost samsung j7 perx,https://chicago.craigslist.org/chc/mob/d/16gb-ipod-touch-4th-gen/6762602283.html,0,,,,karma
2 galaxy phones for sale,https://chicago.craigslist.org/sox/mob/d/sprint-iphone-6-16gb-unlocked/6762599121.html,1,apple,iphone 6,16gb,karma
Alcatel fierce 4 for Metro Pcs,https://chicago.craigslist.org/chc/mob/d/iphone-xs-max-256gb-gold/6762586908.html,1,apple,iphone xs max,256gb,karma
Unlocked Google Pixel 2 XL 128GB - Black,https://chicago.craigslist.org/nwi/mob/d/iphone-256gb-unlocked-gsm/6762594862.html,1,apple,iphone x,256gb,karma
WE ARE TAKING BOOST MOBILE PAYMENTS PAYMENTS,https://chicago.craigslist.org/chc/mob/d/unlock-iphone-8-plus-64gb/6762582818.html,1,apple,iphone 8 plus,64gb,karma
Unlocked Google Pixel 2 XL 128GB - Black,https://chicago.craigslist.org/wcl/mob/d/lg-d850-32gb-white-g3-d850/6757236983.html,1,lg,d850,32gb,karma
Samsung Galaxy s8,https://chicago.craigslist.org/wcl/mob/d/samsung-galaxy-s6-edge-32gb/6762542406.html,1,samsung,galaxy s6,32gb,karma
IPHONE 7 256GB,https://chicago.craigslist.org/chc/mob/d/verizon-lg-lucid/6762553414.html,1,lg,lucid,,karma
One plus 6T,https://chicago.craigslist.org/sox/mob/d/huawei-watch-2-classic-like/6762552002.html,0,,,,karma
"Computer, Laptops, Cell Phone SELL&Repair@AIRTEC 410 S CLARK!",https://chicago.craigslist.org/chc/mob/d/nokia-3200b-cell-phone-with/6753169184.html,1,nokia,3200b,,karma
Ipads and tablets on sale @AIRTEC WIRELESS 410S CLARK,https://chicago.craigslist.org/chc/mob/d/iphone-7-rose-gold-128gb/6762535587.html,1,apple,iphone 7,128gb,karma
iPhone 7 rose gold 128gb,https://chicago.craigslist.org/chc/mob/d/iphone-7-rose-gold-128gb/6762535587.html,1,apple,iphone 7,128gb,nitin
NEXUS 5X 32gb Unlocked,https://chicago.craigslist.org/wcl/mob/d/nexus-5x-32gb-unlocked/6762535028.html,1,google,nexus 5x,32gb,nitin
New Verizon Samsung Galaxy Note 8 (factory unlocked),https://chicago.craigslist.org/chc/mob/d/new-verizon-samsung-galaxy/6756827825.html,1,samsung,galaxy note 8,,nitin
Apple iPhone 6s Plus,https://chicago.craigslist.org/wcl/mob/d/apple-iphone-6s-plus/6762526459.html,1,apple,iphone 6s plus,,nitin
Galaxy s6 edge Plus - AT&T,https://chicago.craigslist.org/nwc/mob/d/galaxy-s6-edge-plus-att/6762522008.html,1,samsung,galaxy s6,,nitin
Blackberry TOUR 9630 Verizon Phone,https://chicago.craigslist.org/nwc/mob/d/blackberry-tour-9630-verizon/6756538768.html,1,blackberry,tour 9630,,nitin
Blackberry PEARL Verizon Phone with accessories,https://chicago.craigslist.org/nwc/mob/d/blackberry-pearl-verizon/6756556844.html,1,blackberry,pearl,,nitin
iPhones 6 Plus,https://chicago.craigslist.org/nwi/mob/d/iphones-6-plus/6762496663.html,1,apple,iphone 6 plus,,nitin
For Motorola Moto Z3 Hard Protective Case Cover+Tempered Glass Screen,https://chicago.craigslist.org/chc/mob/d/for-motorola-moto-z3-hard/6747224674.html,0,,,,nitin
Mophie wireless charging base,https://chicago.craigslist.org/wcl/mob/d/mophie-wireless-charging-base/6762478413.html,0,,,,nitin
tech21 Evo Tactical LG G4 Phone Case Black,https://chicago.craigslist.org/wcl/mob/d/tech21-evo-tactical-lg-g4/6746617281.html,0,,,,nitin
buying,https://chicago.craigslist.org/nch/mob/d/buying/6742236970.html,0,,,,nitin
buying,https://chicago.craigslist.org/nch/mob/d/buying/6753020489.html,0,,,,nitin
OnePlus 2 64GB Sandstone Black (Excellent Shape),https://chicago.craigslist.org/chc/mob/d/oneplus-2-64gb-sandstone/6755349187.html,1,oneplus,2,64gb,nitin
iPhone 8 Plus Unlocked,https://chicago.craigslist.org/nch/mob/d/iphone-8-plus-unlocked/6762461616.html,1,apple,iphone 8 plus,,nitin
Google Pixel 2 XL64GB Unlocked,https://chicago.craigslist.org/sox/mob/d/google-pixel-2-xl64gb-unlocked/6762454948.html,1,google,pixel,64gb,nitin
iPhone iPad Samsung Screen LCD Battery Repair 8/8+ 7/7+ /6S/6+ /5S,https://chicago.craigslist.org/chc/mod/d/iphone-ipad-samsung-screen/6762457136.html,0,,,,nitin
iPhone 6 Plus iOS 8.4 (Rare),https://chicago.craigslist.org/nwc/mob/d/iphone-6-plus-ios-84-rare/6758162948.html,1,apple,iphone 6 plus,,nitin
iPhone 6S Plus,https://chicago.craigslist.org/nwc/mob/d/iphone-6s-plus/6758163150.html,1,apple,iphone 6s plus,,nitin
iPhone 6 Verizon AT&T T-Mobile,https://chicago.craigslist.org/wcl/mob/d/iphone-6-verizon-att-mobile/6762390749.html,1,apple,iphone 6,,nitin
Iphone 6 plus,https://chicago.craigslist.org/wcl/mob/d/iphone-6-plus/6756287834.html,1,apple,iphone 6 plus,,nitin
Apple earphones,https://chicago.craigslist.org/nwc/mob/d/apple-earphones/6762437871.html,0,,,,nitin
OnePlus 3 or 3T Snap-on cases & Tempered Glass Screen Protector,https://chicago.craigslist.org/nwc/mob/d/oneplus-3-or-3t-snap-on-cases/6762435643.html,0,,,,nitin
Scosche Cell & Tablet Magic Mount BRAND NEW - Unopened Package,https://chicago.craigslist.org/nwc/mob/d/scosche-cell-tablet-magic/6746998996.html,0,,,,nitin
Att IPhone XS Max 256gb Brand New,https://chicago.craigslist.org/chc/mob/d/att-iphone-xs-max-256gb-brand/6762431413.html,1,apple,iphone xs,256gb,nitin
Not Unlocked ready to be activated Iphone XS Max 256 gb silver,https://chicago.craigslist.org/chc/mob/d/not-unlocked-ready-to-be/6762418299.html,1,apple,iphone xs,256gb,nitin
Iphone 7 128GB GSM/CDMA Unlocked Tmobile AT&T Verizon,https://chicago.craigslist.org/chc/mob/d/iphone-7-128gb-gsm-cdma/6757154052.html,1,apple,iphone 7,128gb,nitin
2017 MacBook Pro 13,https://chicago.craigslist.org/wcl/mob/d/2017-macbook-pro-13/6762371968.html,0,,,,nitin
New Galaxy S8 Plus Verizon Unlocked,https://chicago.craigslist.org/nch/mob/d/new-galaxy-s8-plus-verizon/6762423876.html,1,samsung,galaxy s8 plus,,nitin
iPhone XS Max 256GB Space Gray,https://chicago.craigslist.org/nch/mob/d/iphone-xs-max-256gb-space-gray/6757944809.html,1,apple,iphone xs max,256gb,nitin
New Apple iPhone Xs Max 256GB NOT Unloked,https://chicago.craigslist.org/chc/mob/d/new-apple-iphone-xs-max-256gb/6754713870.html,1,apple,iphone xs max,256gb,nitin
Rocketfish 7 Plug Power Surge Protector,https://chicago.craigslist.org/sox/mob/d/rocketfish-7-plug-power-surge/6753654260.html,0,,,,nitin
Apple iPhone 7 - 32GB - Rose Gold (Unlocked),https://chicago.craigslist.org/sox/mob/d/apple-iphone-7-32gb-rose-gold/6762409136.html,1,apple,iphone 7,32gb,nitin
iPhone 6s Silver 64gb New Battery,https://chicago.craigslist.org/nwc/mob/d/iphone-6s-silver-64gb-new/6762405494.html,1,apple,iphone 6s,64gb,nitin
Like New Iphone 6s Plus Att 128g,https://chicago.craigslist.org/wcl/mob/d/like-new-iphone-6s-plus-att/6762401334.html,1,apple,iphone 6s,128gb,nitin
"Galaxy J3 Prime, like new with original box. newest (SM-J327T)",https://chicago.craigslist.org/nwc/mob/d/galaxy-j3-prime-like-new-with/6758944645.html,1,samsung,galaxy j3 prime,,nitin
Metropcs iPhone 6s 32gig,https://chicago.craigslist.org/sox/mob/d/metropcs-iphone-6s-32gig/6762394328.html,1,apple,iphone 6s,32gb,nitin
Boost Hydro Cell Phone Brand New in Box,https://chicago.craigslist.org/chc/mob/d/boost-hydro-cell-phone-brand/6743092280.html,0,,,,nitin
